UAI;Nom;Type;Statut public/privé;Adresse;CP;Commune;Académie;Département;Région;Téléphone;Téléphone normalisé;Mail ce.;Site web;SIREN;SIRET;Latitude;Longitude;Campus rattaché;Distance campus km;Source;Date extraction;Nature source;Code nature source;Type source;État source
0940138P;Lycée des métiers Armand Guillaumin;Lycée;Public;Rue Pierre Corneille;94310;Orly;Créteil;Val-de-Marne;Ile-de-France;01 48 53 60 00;+33148536000;ce.0940138P@ac-creteil.fr;https://lyceearmandguillaumin.fr/;199401381;19940138100017;48.74890738659517;2.403196381256488;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE PROFESSIONNEL;320;Lycée;OUVERT
0930124E;Lycée Marcelin Berthelot;Lycée;Public;110-114 avenue Jean Jaurès;93500;Pantin;Créteil;Seine-Saint-Denis;Ile-de-France;01 48 46 30 70;+33148463070;ce.0930124E@ac-creteil.fr;https://berthelotpantin.fr/;199301243;19930124300010;48.90541136947215;2.394260520870352;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0930116W;Lycée Henri Wallon;Lycée;Public;146 rue Jacques Salvator;93300;Aubervilliers;Créteil;Seine-Saint-Denis;Ile-de-France;01 48 11 18 20;+33148111820;ce.0930116W@ac-creteil.fr;http://www.henriwallon.net;199301169;19930116900017;48.9113525929103;2.38832462792748;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0930133P;Lycée professionnel Théodore Monod;Lycée;Public;187 rue de Brément;93130;Noisy-le-Sec;Créteil;Seine-Saint-Denis;Ile-de-France;01 41 83 09 50;+33141830950;ce.0930133p@ac-creteil.fr;http://www.lpmonod.fr/;199301334;19930133400017;48.88744786715092;2.4665425279205513;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE PROFESSIONNEL;320;Lycée;OUVERT
0941918Z;Lycée polyvalent Christophe Colomb;Lycée;Public;154 rue de Boissy;94370;Sucy-en-Brie;Créteil;Val-de-Marne;Ile-de-France;01 49 82 29 29;+33149822929;ce.0941918Z@ac-creteil.fr;http://www.lycee-christophecolomb94.com;199419185;19941918500038;48.759563451086045;2.5261158036914377;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0932047V;Lycée polyvalent Évariste Galois;Lycée;Public;32 avenue Montaigne;93165;Noisy-le-Grand;Créteil;Seine-Saint-Denis;Ile-de-France;01 48 15 15 90;+33148151590;ce.0932047V@ac-creteil.fr;https://lycee-evaristegalois.fr/;199320474;19932047400018;48.844976450093746;2.5389338989234025;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0931797Y;Lycée polyvalent privé La Salle Saint-Denis;Lycée;Privé;6-8 place de la Résistance;93200;Saint-Denis;Créteil;Seine-Saint-Denis;Ile-de-France;01 55 87 45 00;+33155874500;contact@lasallesaintdenis.com;https://www.lasallesaintdenis.com;785620972;78562097200048;48.93281417844132;2.3550342810074176;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0940853S;Lycée professionnel Poullart des Places (Fondation apprentis d'Auteuil);Lycée;Privé;3 boulevard de Stalingrad;94320;Thiais;Créteil;Val-de-Marne;Ile-de-France;01 58 42 75 92;+33158427592;poullart.direction@apprentis-auteuil.org;http://poullart-des-places.apprentis-auteuil.org/;775688799;77568879900052;48.767248757105854;2.403435669073458;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE PROFESSIONNEL;320;Lycée;OUVERT
0940580V;Lycée de Cachan;Lycée;Public;63 avenue du Président Wilson;94235;Cachan;Créteil;Val-de-Marne;Ile-de-France;01 47 40 49 60;+33147404960;ce.0940580V@ac-creteil.fr;http://lyceedecachan.fr/;199405804;19940580400014;48.78867682535173;2.324774506773462;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0930138V;Lycée professionnel Frédéric Bartholdi;Lycée;Public;12 rue de la Liberté;93200;Saint-Denis;Créteil;Seine-Saint-Denis;Ile-de-France;01 49 71 32 00;+33149713200;ce.0930138V@ac-creteil.fr;https://www.lpbartholdi93.fr/;199301383;19930138300014;48.943352734923394;2.365792462246213;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE PROFESSIONNEL;320;Lycée;OUVERT
0942269F;Lycée Pauline Roland;Lycée;Public;17 avenue du Général de Gaulle;94550;Chevilly-Larue;Créteil;Val-de-Marne;Ile-de-France;01 49 08 09 40;+33149080940;ce.0942269f@ac-creteil.fr;http://www.lyceepaulineroland.fr/;200027951;20002795100017;48.77285638144974;2.3401106946732;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0770943G;Lycée professionnel Benjamin Franklin;Lycée;Public;Rue de la Forêt;77012;La Rochette;Créteil;Seine-et-Marne;Ile-de-France;01 64 83 50 77;+33164835077;ce.0770943g@ac-creteil.fr;http://www.lycee-benjamin-franklin.com/;197709439;19770943900016;48.50937890988075;2.6634363481038346;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE PROFESSIONNEL;320;Lycée;OUVERT
0771171E;Lycée professionnel Louis Lumière;Lycée;Public;4 rue Louis Lumière, BP 80;77504;Chelles;Créteil;Seine-et-Marne;Ile-de-France;01 60 93 12 10;+33160931210;ce.0771171e@ac-creteil.fr;http://www.lyceelouislumiere.fr;197711716;19771171600013;48.8795999213396;2.612279937835049;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE PROFESSIONNEL;320;Lycée;OUVERT
0941972H;Lycée polyvalent Fernand Léger;Lycée;Public;15 avenue Henri Barbusse;94200;Ivry-sur-Seine;Créteil;Val-de-Marne;Ile-de-France;01 46 70 12 60;+33146701260;ce.0941972h@ac-creteil.fr;http://www.lyceefleger.fr/;199419722;19941972200020;48.80923063748388;2.377952143775689;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0771027Y;Lycée polyvalent Frédéric Joliot-Curie;Lycée;Public;168 rue Frédéric Joliot-Curie, BP 36;77196;Dammarie-les-Lys;Créteil;Seine-et-Marne;Ile-de-France;01 64 39 34 34;+33164393434;ce.0771027y@ac-creteil.fr;http://www.lyceejoliotcurie77.fr;197710270;19771027000012;48.519074047945075;2.648301348133944;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0941724N;Lycée professionnel Claude Nicolas Ledoux - EBTP;Lycée;Privé;32 rue de la paix;94307;Vincennes;Créteil;Val-de-Marne;Ile-de-France;01 48 08 11 21;+33148081121;secretariat@ebtp.info;http://ledoux-ebtp.com;308619675;30861967500025;48.850012788351584;2.431686502445798;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE PROFESSIONNEL;320;Lycée;OUVERT
0770933W;Lycée Jacques Amyot;Lycée;Public;6 bis rue Edmond Michelet;77000;Melun;Créteil;Seine-et-Marne;Ile-de-France;01 64 71 47 00;+33164714700;ce.0770933w@ac-creteil.fr;http://www.lyceejamyot-melun.fr;197709330;19770933000017;48.545460734625166;2.659210751824193;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0932260B;Lycée polyvalent Georges Brassens;Lycée;Public;Rue des Bancs Publics;93420;Villepinte;Créteil;Seine-Saint-Denis;Ile-de-France;01 41 52 12 30;+33141521230;ce.0932260B@ac-creteil.fr;https://www.lgbv93.org/;199322264;19932226400011;48.95658796652309;2.5345864777464833;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0772685A;Lycée Samuel Beckett;Lycée;Public;19 rue du Lion;77260;La Ferté-sous-Jouarre;Créteil;Seine-et-Marne;Ile-de-France;01 60 24 20 00;+33160242000;ce.0772685a@ac-creteil.fr;http://www.sbeckett.fr;200007391;20000739100010;48.94343942555177;3.1315196407779538;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0771940R;Lycée polyvalent Simone Veil;Lycée;Public;1 avenue Pierre Mendès France, BP 14;77186;Noisiel;Créteil;Seine-et-Marne;Ile-de-France;01 60 37 53 00;+33160375300;ce.0771940r@ac-creteil.fr;https://lyceesimoneveil.fr/;197719404;19771940400018;48.8407880173237;2.6163182274782533;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0940143V;Lycée professionnel Jean Moulin;Lycée;Public;8 rue du Docteur Lebel;94307;Vincennes;Créteil;Val-de-Marne;Ile-de-France;01 43 28 44 42;+33143284442;ce.0940143V@ac-creteil.fr;http://www.jeanmoulinvincennes.fr/;199401431;19940143100010;48.84655197901299;2.431285467310649;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE PROFESSIONNEL;320;Lycée;OUVERT
0772925L;Ecole Terrade Melun;Lycée;Privé;824 avenue du Lys, 77190 DAMMARIE LES LYS;77190;Dammarie-les-Lys;Créteil;Seine-et-Marne;Ile-de-France;0607539532;+33607539532;fanny.coupin@ecoleterrade.com;;522659804;52265980400051;48.51618240117627;2.6260776802399484;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE PROFESSIONNEL;320;Lycée;OUVERT
0931584S;Lycée polyvalent Jean Rostand;Lycée;Public;8 rue Pierre Audat;93420;Villepinte;Créteil;Seine-Saint-Denis;Ile-de-France;01 49 36 24 44;+33149362444;ce.0931584S@ac-creteil.fr;https://lycee-jeanrostand.fr/;199315847;19931584700012;48.96013097773987;2.5465449256491284;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0930960N;Lycée professionnel privé ORT Daniel Mayer;Lycée;Privé;39-45 rue Raspail;93100;Montreuil;Créteil;Seine-Saint-Denis;Ile-de-France;01 49 88 46 50;+33149884650;ce.0930960n@ac-creteil.fr;https://ort-france.fr/montreuil;775688104;77568810400113;48.85283000352504;2.4250052027638027;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE PROFESSIONNEL;320;Lycée;OUVERT
0940121W;Lycée d'Arsonval;Lycée;Public;65 rue du Pont de Créteil;94107;Saint-Maur-des-Fossés;Créteil;Val-de-Marne;Ile-de-France;01 48 83 98 43;+33148839843;ce.0940121w@ac-creteil.fr;http://www.lyceedarsonval.fr;199401217;19940121700013;48.802928331916775;2.4719285569079275;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0930122C;Lycée Condorcet;Lycée;Public;31 rue Désiré Chevalier;93100;Montreuil;Créteil;Seine-Saint-Denis;Ile-de-France;01 48 57 50 63;+33148575063;ce.0930122C@ac-creteil.fr;http://www.condorcet93.fr/;199301227;19930122700013;48.85750093339525;2.445528654993236;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0932116V;Lycée polyvalent Eugénie Cotton;Lycée;Public;58 avenue Faidherbe;93100;Montreuil;Créteil;Seine-Saint-Denis;Ile-de-France;01 48 58 79 97;+33148587997;ce.0932116V@ac-creteil.fr;http://www.lyceecotton.net;199321167;19932116700017;48.866878653427094;2.4369279971695375;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0940137N;Lycée professionnel la Source;Lycée;Public;54 avenue de la Source;94130;Nogent-sur-Marne;Créteil;Val-de-Marne;Ile-de-France;01 48 73 22 98;+33148732298;ce.0940137N@ac-creteil.fr;http://lasource-nogent.fr;199401373;19940137300014;48.830184203953856;2.465733598651929;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0940882Y;Lycée Saint-Michel;Lycée;Privé;10 ter rue Jeanne d'Arc;94160;Saint-Mandé;Créteil;Val-de-Marne;Ile-de-France;01 80 51 64 43;+33180516443;contact@stmichel94.fr;https://www.saint-michel-de-saint-mande.fr/;340138957;34013895700063;48.83978582150848;2.4188707872196216;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0910831J;Lycée polyvalent agricole La Salle Igny;Lycée;Privé;10 avenue de la Division Leclerc;91430;Igny;Versailles;Essonne;Ile-de-France;01 69 35 15 00;+33169351500;accueil@lasalleigny.fr;https://www.lasalleigny.fr/;784286452;78428645200023;48.74124346981016;2.2281145910711135;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE PROFESSIONNEL;320;Lycée;OUVERT
0921555R;Lycée Jacques Monod;Lycée;Public;46 rue du Fort;92140;Clamart;Versailles;Hauts-de-Seine;Ile-de-France;01 46 45 31 33;+33146453133;ce.0921555r@ac-versailles.fr;https://lyc-monod-clamart.ac-versailles.fr/;199215559;19921555900014;48.795722455928356;2.2727560299133684;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0921594H;Lycée Michel-Ange;Lycée;Public;2 avenue Georges Pompidou;92390;Villeneuve-la-Garenne;Versailles;Hauts-de-Seine;Ile-de-France;01 41 47 67 70;+33141476770;0921594h@ac-versailles.fr;https://www.lyceemichelange92.fr/;199215948;19921594800019;48.94096986852866;2.326914950429712;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0910826D;Lycée Saint-Louis Saint-Clément;Lycée;Privé;1 rue Margot;91170;Viry-Châtillon;Versailles;Essonne;Ile-de-France;01 69 12 29 29;+33169122929;0910826D@ac-versailles.fr;http://www.saintlouis-viry.fr;775720931;77572093100028;48.671031954692324;2.3716865063713346;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0952158E;Lycée Paul Ricoeur;Lycée;Privé;85 rue de Paris;95380;Louvres;Versailles;Val-d'Oise;Ile-de-France;01 30 29 00 73;+33130290073;lycee.paulricoeur@gmail.com;http://www.institut-paul-ricoeur.fr/;508626504;50862650400015;49.043675463365545;2.5082096202110216;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0951940T;Lycée Ozar Hatorah;Lycée;Privé;1 rue Jean Lurçat;95200;Sarcelles;Versailles;Val-d'Oise;Ile-de-France;01 39 90 79 89;+33139907989;0951940T@ac-versailles.fr;http://www.ozarhatorah.com/sarcelles/college-lycee-garcons/;831112420;83111242000011;48.98278214553531;2.389436317382865;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0783537W;Lycée professionnel Notre-Dame;Lycée;Privé;15 rue de Strasbourg;78200;Mantes-la-Jolie;Versailles;Yvelines;Ile-de-France;01 34 97 76 03;+33134977603;lycee.pro.nd@wanadoo.fr;http://notre-dame-mantes.com;785087974;78508797400016;48.99136827493984;1.7114321486935469;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE PROFESSIONNEL;320;Lycée;OUVERT
0782603F;Lycée professionnel Jacques Prévert;Lycée;Public;88 avenue des Etats Unis;78000;Versailles;Versailles;Yvelines;Ile-de-France;01 39 07 28 40;+33139072840;0782603f@ac-versailles.fr;http://lyc-prevert-versailles.ac-versailles.fr/;197826035;19782603500010;48.810176463250876;2.1497513737726384;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE PROFESSIONNEL;320;Lycée;OUVERT
0782539L;Lycée Saint-Exupéry;Lycée;Public;8 rue Marcel Fouque;78201;Mantes-la-Jolie;Versailles;Yvelines;Ile-de-France;01 30 63 21 21;+33130632121;0782539l@ac-versailles.fr;https://lyc-stexupery-mantes.ac-versailles.fr/;197825391;19782539100018;48.99632959160948;1.6933611347904614;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0920138A;Lycée Paul Lapie;Lycée;Public;5 boulevard Aristide Briand;92400;Courbevoie;Versailles;Hauts-de-Seine;Ile-de-France;01 41 88 03 70;+33141880370;0920138A@ac-versailles.fr;https://lyc-lapie-courbevoie.ac-versailles.fr/;199201385;19920138500028;48.899480336654825;2.258061527632669;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0952173W;Lycée Paulette Nardal;Lycée;Public;5-7 rue Marcel Langlois, BP 125;95870;Bezons;Versailles;Val-d'Oise;Ile-de-France;01 34 34 36 00;+33134343600;0952173w@ac-versailles.fr;https://lyc-ronceray-bezons.ac-versailles.fr/;200046019;20004601900010;48.921607913195224;2.215410435206164;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0912161E;Lycée polyvalent Saint-Léon;Lycée;Privé;8 quai de l'Essonne;91100;Corbeil-Essonnes;Versailles;Essonne;Ile-de-France;01 60 88 48 68;+33160884868;saintleon@wanadoo.fr;https://www.saintspire.fr/lycee-saint-leon;785183526;78518352600025;48.60889389138185;2.483327899047391;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0911578W;Lycée polyvalent Pierre Mendès France;Lycée;Public;Avenue de l'Aunette;91130;Ris-Orangis;Versailles;Essonne;Ile-de-France;01 69 43 06 90;+33169430690;0911578w@ac-versailles.fr;https://lyc-mendesfrance-ris.ac-versailles.fr/;199115783;19911578300011;48.63932102544692;2.41118910185216;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0782822U;Lycée polyvalent Pierre Corneille;Lycée;Public;4 avenue Pierre Corneille, BP 2;78170;La Celle-Saint-Cloud;Versailles;Yvelines;Ile-de-France;01 39 69 40 03;+33139694003;0782822u@ac-versailles.fr;https://lyc-corneille-lacelle.ac-versailles.fr/;197828221;19782822100014;48.846219749553725;2.1370639634984654;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0922397F;Lycée Eugène Ionesco;Lycée;Public;152 avenue de Verdun;92130;Issy-les-Moulineaux;Versailles;Hauts-de-Seine;Ile-de-France;01 41 46 12 90;+33141461290;0922397F@ac-versailles.fr;https://lyc-ionesco-issy.ac-versailles.fr/;199201617;19920161700032;48.81896567222237;2.253789332325514;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0783293F;Lycée Les Châtaigniers;Lycée;Privé;11 bis avenue Jean Jaurès;78000;Versailles;Versailles;Yvelines;Ile-de-France;01 39 55 95 04;+33139559504;secretariatlycee@leschataigniers.com;https://www.leschataigniers.com/;785150558;78515055800019;48.81688127983218;2.1441671016364316;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0781984H;Lycée Jacques Vaucanson;Lycée;Public;14 rue Albert Thomas;78130;Les Mureaux;Versailles;Yvelines;Ile-de-France;01 30 99 94 10;+33130999410;0781984H@ac-versailles.fr;https://lyc-vaucanson-lesmureaux.ac-versailles.fr/;197819840;19781984000012;48.98192875533414;1.9234274886637195;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0910843X;Lycée polyvalent Saint-Pierre;Lycée;Privé;70 rue de Montgeron;91800;Brunoy;Versailles;Essonne;Ile-de-France;01 60 47 99 99;+33160479999;saint-pierre91@saint-pierre91.org;http://www.saint-pierre91.org;785173659;78517365900018;48.694536825715204;2.4899542173125426;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0951787B;Lycée Arthur Rimbaud;Lycée;Public;99 avenue de la Division Leclerc, BP 12;95140;Garges-lès-Gonesse;Versailles;Val-d'Oise;Ile-de-France;01 34 07 11 22;+33134071122;0951787b@ac-versailles.fr;https://lyc-rimbaud-garges.ac-versailles.fr/;199517871;19951787100018;48.969312701735795;2.3951959916435817;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0910755B;Lycée professionnel Nadar;Lycée;Public;42 bis rue Charles Mory;91210;Draveil;Versailles;Essonne;Ile-de-France;01 69 40 38 10;+33169403810;0910755b@ac-versailles.fr;https://lyc-nadar-draveil.ac-versailles.fr/;199107558;19910755800025;48.68169682267596;2.433930396204496;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0950800D;Lycée Cognacq-Jay;Lycée;Privé;20 rue de la Liberté;95100;Argenteuil;Versailles;Val-d'Oise;Ile-de-France;01 39 61 02 87;+33139610287;christine.cadart@lycee-cognacq-jay.fr;http://www.lycee-cognacq-jay.fr;775657612;77565761200021;48.94335060303055;2.25044036031554;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0783431F;Lycée polyvalent Jules Verne;Lycée;Public;2 rue de la Constituante, CS 80238;78500;Sartrouville;Versailles;Yvelines;Ile-de-France;01 61 04 13 00;+33161041300;ce.0783431f@ac-versailles.fr;https://lyc-verne-sartrouville.ac-versailles.fr/;197825995;19782599500016;48.94279676396546;2.1602500827567113;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0921229L;Lycée polyvalent Anatole France;Lycée;Public;130 boulevard de Valmy;92700;Colombes;Versailles;Hauts-de-Seine;Ile-de-France;01 47 84 10 34;+33147841034;ce.0921229L@ac-versailles.fr;https://lyc-france-colombes.ac-versailles.fr/;199212291;19921229100017;48.93177221356595;2.255350262968282;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0910631S;Lycée professionnel Jean Monnet;Lycée;Public;51 avenue du Général de Gaulle, BP 69;91260;Juvisy-sur-Orge;Versailles;Essonne;Ile-de-France;01 69 12 44 50;+33169124450;0910631s@ac-versailles.fr;https://lyc-monnet-juvisy.ac-versailles.fr/;199106311;19910631100012;48.69576646792082;2.380199229318557;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE PROFESSIONNEL;320;Lycée;OUVERT
0922149L;Lycée René Auffray;Lycée;Public;23 rue Fernand Pelloutier;92110;Clichy;Versailles;Hauts-de-Seine;Ile-de-France;01 49 68 90 00;+33149689000;0922149l@ac-versailles.fr;https://lyc-auffray-clichy.ac-versailles.fr/;199221490;19922149000022;48.90331195768135;2.299976821470368;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0911254U;Lycée professionnel Charles Baudelaire;Lycée;Public;Avenue de la Liberté;91000;Evry-Courcouronnes;Versailles;Essonne;Ile-de-France;01 60 91 27 00;+33160912700;0911254U@ac-versailles.fr;https://lyc-baudelaire-evry.ac-versailles.fr/;199112541;19911254100016;48.63762492459821;2.4339103792224206;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE POLYVALENT;306;Lycée;OUVERT
0920171L;Lycée des métiers, des énergies et du bois Louis Blériot;Lycée;Public;67 rue de Verdun;92150;Suresnes;Versailles;Hauts-de-Seine;Ile-de-France;01 45 06 21 36;+33145062136;0920171L@ac-versailles.fr;https://lyc-bleriot-suresnes.ac-versailles.fr/;199201716;19920171600016;48.874293314835064;2.2303926832131507;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE PROFESSIONNEL;320;Lycée;OUVERT
0912384X;Lycée Jeanne d'Arc;Lycée;Privé;31 rue Alfred Leblanc;91220;Brétigny-sur-Orge;Versailles;Essonne;Ile-de-France;01 60 84 11 24;+33160841124;0912384X@ac-versailles.fr;http://www.jeannedarc-bretigny.fr;785169723;78516972300018;48.605234854524156;2.302697837523065;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
0950949R;Lycée professionnel Jean Mermoz;Lycée;Public;21 rue Émile Combres;95560;Montsoult;Versailles;Val-d'Oise;Ile-de-France;01 34 73 99 95;+33134739995;0950949r@ac-versailles.fr;https://lyc-mermoz-montsoult.ac-versailles.fr/;199509498;19950949800010;49.06708621526797;2.323093476136552;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE PROFESSIONNEL;320;Lycée;OUVERT
0951766D;Lycée Simone de Beauvoir;Lycée;Public;171 avenue de Stalingrad, BP 215;95140;Garges-lès-Gonesse;Versailles;Val-d'Oise;Ile-de-France;01 39 93 09 90;+33139930990;0951766d@ac-versailles.fr;https://lyc-beauvoir-garges.ac-versailles.fr/;199517665;19951766500014;48.96682862588183;2.409565936765306;Paris;;https://data.education.gouv.fr/explore/dataset/fr-en-annuaire-education/;2026-08-14;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;300;Lycée;OUVERT
